mcn1lch04s193_set193010,"['팬더', '화산', '나비']"
fss3khj01s086_set086005,"['아이스크림', '화산', '호랑이']"
mss3lch03s148_set148022,"['철도', '다이아몬드', '만화책']"
mkn3ejs00s095_set095094,"['샌드위치', '호랑이', '잠수함']"
mss3hsw00s074_set074010,"['스쿠버다이빙', '나비', '알파벳']"
fkw2lch00s047_set047061,"['만화책', '축구공', '철도']"
mkw2kjh01s054_set054010,"['원자', '주식', '드론']"
fjn2jhj01s152_set152018,"['바이올린', '샌드위치', '팬더']"
mss3hck00s089_set089079,"['팬더', '철도', '나비']"
mss3kjy01s099_set099026,"['피아노', '은하수', '미술관']"
mkw3hse00s159_set159091,"['호랑이', '해파리', '드론']"
fcb3hkp00s045_set045100,"['망원경', '원자', '다이아몬드']"
fss2chm00s009_set009055,"['카멜레온', '주식', '무지개']"
mkw4cwy00s018_set018032,"['아이스크림', '철도', '카멜레온']"
fjn3kyo00s119_set119029,"['원자', '행성', '무지개']"
fss2kjs01s037_set037104,"['드론', '잠수함', '팬더']"
fkn3hej00s104_set104021,"['다이아몬드', '소프트웨어', '철도']"
fkn2hsj00s087_set087058,"['나비', '조각상', '스쿠버다이빙']"
mjn1jst00s189_set189001,"['행성', '샌드위치', '잠수함']"
fjb2ljh00s053_set053010,"['알파벳', '주식', '샌드위치']"
fcn3ljs00s081_set081031,"['행성', '소프트웨어', '해파리']"
fkb2smj00s059_set059028,"['철도', '팬더', '은하수']"
mss2shy01s067_set067092,"['호랑이', '망원경', '은하수']"
fkw4kem00s005_set005022,"['원자', '피아노', '망원경']"
mkn2htw00s134_set134091,"['바이올린', '아이스크림', '철도']"
mkw3pks01s149_set149020,"['피아노', '화산', '다이아몬드']"
fss2lea00s125_set125072,"['원자', '바이올린', '은하수']"
fss4jsy03s143_set143016,"['피아노', '조각상', '무지개']"
fss2lea00s125_set125056,"['망원경', '우산', '무지개']"
fjn4jms01s153_set153063,"['소프트웨어', '알파벳', '카멜레온']"
fss4jse00s114_set114033,"['미술관', '용암', '해파리']"
fcb2kej01s109_set109054,"['축구공', '은하수', '다이아몬드']"
fkn4shy00s193_set193024,"['화산', '망원경', '행성']"
mkn4csw00s060_set060099,"['샌드위치', '호랑이', '잠수함']"
mkn3kog00s032_set032080,"['미술관', '축구공', '아이스크림']"
fjn3kyo00s119_set119067,"['바이올린', '무지개', '용암']"
fcn4ksj00s038_set038069,"['바이올린', '다이아몬드', '나비']"
fjb4koh00s075_set075008,"['카멜레온', '망원경', '소프트웨어']"
fss3khs01s025_set025079,"['알파벳', '무지개', '은하수']"
mjn3skj00s153_set153099,"['카멜레온', '바이올린', '아이스크림']"
fjb2khy00s083_set083037,"['샌드위치', '알파벳', '미술관']"
fss4ksh00s010_set010081,"['철도', '피아노', '은하수']"
mss3kjs05s147_set147065,"['잠수함', '알파벳', '카멜레온']"
fkw2lch00s047_set047049,"['조각상', '화산', '소프트웨어']"
fkn2hsj00s087_set087074,"['축구공', '다이아몬드', '선글라스']"
mkn4phc00s115_set115029,"['화산', '호랑이', '은하수']"
fkb3lkh01s161_set161028,"['축구공', '소프트웨어', '용암']"
mkn2kcy00s069_set069071,"['스쿠버다이빙', '호랑이', '무지개']"
fjn4jms01s153_set153080,"['조각상', '행성', '다이아몬드']"
fjn3kir00s014_set014102,"['카멜레온', '망원경', '스쿠버다이빙']"
mkn3kgh00s111_set111039,"['소프트웨어', '행성', '무지개']"
fjb3pjy00s106_set106083,"['샌드위치', '아이스크림', '알파벳']"
fkn3lms01s113_set113101,"['해파리', '호랑이', '축구공']"
fss3khj01s086_set086063,"['소프트웨어', '해파리', '조각상']"
fcn2pkm00s169_set169037,"['소프트웨어', '카멜레온', '드론']"
fkn3kja00s160_set160088,"['드론', '화산', '호랑이']"
fkn2jsy02s065_set065018,"['스쿠버다이빙', '미술관', '조각상']"
mkn2ngw00s055_set055093,"['만화책', '샌드위치', '해파리']"
fkw3yhj01s194_set194058,"['원자', '축구공', '우산']"
fcn2kkh01s172_set172032,"['바이올린', '호랑이', '카멜레온']"
fcn2kjh00s180_set180017,"['조각상', '나비', '무지개']"
fss3khj01s086_set086096,"['나비', '호랑이', '피아노']"
mss4jkh03s174_set174025,"['행성', '해파리', '잠수함']"
mss3cwl00s088_set088084,"['무지개', '다이아몬드', '축구공']"
fss2ljs01s082_set082033,"['미술관', '팬더', '우산']"
fjb4cbs00s173_set173084,"['화산', '카멜레온', '샌드위치']"
mss3kjs05s147_set147090,"['무지개', '미술관', '소프트웨어']"
fcn4lsd00s007_set007043,"['카멜레온', '소프트웨어', '아이스크림']"
mkn1hgc00s084_set084020,"['망원경', '호랑이', '드론']"
fcn4jbs00s042_set042050,"['은하수', '소프트웨어', '호랑이']"
fss2ljk00s024_set024041,"['다이아몬드', '드론', '샌드위치']"
mjn4jha00s031_set031065,"['우산', '조각상', '원자']"
fss2pkh00s094_set094091,"['주식', '만화책', '우산']"
fjb4sjo00s145_set145051,"['팬더', '바이올린', '카멜레온']"
mcn2hsh02s057_set057028,"['알파벳', '소프트웨어', '다이아몬드']"
fss2kjs01s037_set037044,"['피아노', '조각상', '샌드위치']"
fss4sjs00s023_set023081,"['알파벳', '철도', '잠수함']"
mcn2osh00s185_set185041,"['잠수함', '만화책', '호랑이']"
fkn2khh00s020_set020008,"['해파리', '원자', '주식']"
mss2nsm00s121_set121036,"['잠수함', '알파벳', '축구공']"
fjb2kmj00s044_set044030,"['원자', '드론', '망원경']"
mkn2ngw00s055_set055053,"['축구공', '소프트웨어', '피아노']"
mss3kjy01s099_set099053,"['철도', '용암', '바이올린']"
mcn3kgw00s053_set053024,"['조각상', '원자', '주식']"
mss4lyn00s104_set104088,"['무지개', '팬더', '호랑이']"
fjb1shk00s183_set183043,"['피아노', '알파벳', '은하수']"
fjb3ohs00s090_set090084,"['스쿠버다이빙', '샌드위치', '나비']"
fss3lmr00s006_set006014,"['은하수', '무지개', '주식']"
mcn3lhj00s101_set101064,"['해파리', '우산', '피아노']"
mjn1jst00s189_set189017,"['바이올린', '은하수', '망원경']"
fss3pmj00s128_set128077,"['해파리', '용암', '샌드위치']"
fjn2jms00s150_set150070,"['샌드위치', '피아노', '팬더']"
fkn1syl00s178_set178045,"['해파리', '바이올린', '드론']"
mjn3jbc00s179_set179027,"['용암', '만화책', '잠수함']"
mkn2kjs03s027_set027088,"['알파벳', '철도', '호랑이']"
mjn2ljy00s196_set196071,"['조각상', '나비', '무지개']"
mss3kjp00s094_set094005,"['선글라스', '소프트웨어', '우산']"
fjb2ssh00s102_set102004,"['선글라스', '해파리', '알파벳']"
fkb4keh00s031_set031054,"['무지개', '소프트웨어', '용암']"
mcn2osh00s185_set185046,"['은하수', '피아노', '샌드위치']"
mkn4jmg00s077_set077056,"['행성', '소프트웨어', '미술관']"
mss3sdh00s110_set110045,"['은하수', '우산', '축구공']"
fkb2lsj00s112_set112087,"['은하수', '망원경', '알파벳']"
mss2msi00s122_set122034,"['나비', '해파리', '선글라스']"
mkn3ejs00s095_set095037,"['카멜레온', '해파리', '나비']"
fss2ljs01s082_set082084,"['행성', '카멜레온', '아이스크림']"
mjn3phs02s047_set047104,"['소프트웨어', '축구공', '화산']"
mcn5jgs00s117_set117069,"['조각상', '다이아몬드', '원자']"
mkw4oys00s119_set119079,"['나비', '주식', '드론']"
mss4kyc00s041_set041026,"['피아노', '다이아몬드', '만화책']"
mcn2osh00s185_set185025,"['카멜레온', '피아노', '주식']"
fkw1kke00s196_set196066,"['잠수함', '카멜레온', '만화책']"
fcn1sjr00s192_set192031,"['주식', '미술관', '무지개']"
fss3lmw00s002_set002045,"['카멜레온', '원자', '주식']"
fkb2ymh00s016_set016041,"['만화책', '바이올린', '축구공']"
fss4peo00s004_set004103,"['잠수함', '철도', '피아노']"
fss2kwi00s026_set026035,"['축구공', '철도', '선글라스']"
fkn3hsh00s156_set156045,"['행성', '미술관', '호랑이']"
fkw3hhy00s039_set039103,"['잠수함', '행성', '화산']"
mkn3lsw01s046_set046038,"['무지개', '카멜레온', '해파리']"
fkn3hmh00s144_set144044,"['소프트웨어', '은하수', '망원경']"
mkw1shg00s184_set184078,"['축구공', '원자', '주식']"
fkw2lsy01s166_set166022,"['화산', '행성', '용암']"
mkn3jip00s034_set034073,"['샌드위치', '스쿠버다이빙', '미술관']"
mss3ajh01s013_set013029,"['드론', '알파벳', '행성']"
fjb1shk00s183_set183069,"['스쿠버다이빙', '선글라스', '화산']"
fjb4jho00s091_set091064,"['소프트웨어', '용암', '카멜레온']"
mkw1shg00s184_set184044,"['아이스크림', '주식', '선글라스']"
mcn3shm00s130_set130016,"['팬더', '샌드위치', '은하수']"
mjn5kwg00s155_set155072,"['만화책', '드론', '샌드위치']"
mss2nsm00s121_set121040,"['스쿠버다이빙', '아이스크림', '은하수']"
mjn3pyh01s157_set157014,"['잠수함', '드론', '우산']"
fkn4cks00s034_set034048,"['다이아몬드', '화산', '호랑이']"
fss3jmk00s167_set167024,"['나비', '무지개', '팬더']"
fss4scs00s008_set008098,"['샌드위치', '만화책', '선글라스']"
mkn4kjs04s087_set087056,"['화산', '드론', '나비']"
fjb2kmj00s044_set044037,"['조각상', '무지개', '선글라스']"
mss3ykh00s022_set022064,"['화산', '소프트웨어', '샌드위치']"
mss3lky00s020_set020079,"['다이아몬드', '무지개', '우산']"
mkw3lji01s191_set191090,"['만화책', '행성', '화산']"
mkn3jip00s034_set034096,"['아이스크림', '주식', '우산']"
mkn4phc00s115_set115069,"['조각상', '호랑이', '용암']"
mjn2hhs01s016_set016077,"['호랑이', '드론', '용암']"
mkw2agh00s076_set076057,"['해파리', '망원경', '잠수함']"
mss4ksb00s098_set098078,"['조각상', '행성', '화산']"
mss2ksh05s065_set065027,"['알파벳', '축구공', '조각상']"
fjn4jks01s149_set149065,"['카멜레온', '만화책', '해파리']"
mcn2lyj00s142_set142060,"['화산', '피아노', '호랑이']"
mss3sdh00s110_set110065,"['잠수함', '미술관', '망원경']"
mkn4jmg00s077_set077052,"['바이올린', '행성', '다이아몬드']"
mss2lsm00s011_set011093,"['원자', '우산', '카멜레온']"
mss4ybh00s107_set107101,"['주식', '은하수', '용암']"
fkw4jsh00s154_set154069,"['호랑이', '우산', '용암']"
mcn4lbj00s113_set113095,"['아이스크림', '주식', '알파벳']"
mss3lch03s148_set148081,"['미술관', '알파벳', '해파리']"
fjb3pjy00s106_set106008,"['원자', '행성', '화산']"
mss2pug00s007_set007087,"['나비', '피아노', '무지개']"
fjb2ssh00s102_set102084,"['만화책', '피아노', '우산']"
mkn2kjs03s027_set027079,"['잠수함', '원자', '호랑이']"
fkb3ksm00s121_set121058,"['조각상', '우산', '바이올린']"
mss2lsm00s011_set011016,"['피아노', '알파벳', '축구공']"
fjn4csh00s164_set164101,"['조각상', '선글라스', '축구공']"
fjb4sjo00s145_set145052,"['아이스크림', '철도', '축구공']"
fcn3lje00s159_set159063,"['무지개', '원자', '바이올린']"
fss2lea00s125_set125076,"['선글라스', '조각상', '아이스크림']"
mss4lsw00s045_set045092,"['망원경', '미술관', '행성']"
mss3kjy01s099_set099041,"['원자', '철도', '카멜레온']"
fss4jsy03s143_set143043,"['주식', '선글라스', '팬더']"
fkn3hej00s104_set104039,"['행성', '소프트웨어', '드론']"
fkn2jsy02s065_set065029,"['미술관', '만화책', '망원경']"
mss2csj00s080_set080025,"['망원경', '다이아몬드', '스쿠버다이빙']"
mss3kyh00s072_set072008,"['주식', '용암', '화산']"
mjn3lgs00s171_set171003,"['선글라스', '스쿠버다이빙', '알파벳']"
mss3ktj00s025_set025076,"['해파리', '피아노', '원자']"
fjb3pjy00s106_set106101,"['아이스크림', '망원경', '호랑이']"
mcn3rhm00s151_set151058,"['망원경', '축구공', '우산']"
fss4ysj00s111_set111080,"['선글라스', '우산', '아이스크림']"
mkn2ase00s096_set096047,"['샌드위치', '소프트웨어', '망원경']"
fjn2kel00s130_set130072,"['피아노', '주식', '선글라스']"
fkn1pjm00s017_set017091,"['만화책', '팬더', '스쿠버다이빙']"
fcn3khs02s138_set138003,"['나비', '행성', '카멜레온']"
fkn2jjs00s051_set051104,"['알파벳', '화산', '샌드위치']"
mjn3shs00s167_set167061,"['주식', '호랑이', '조각상']"
fjn3kir00s014_set014064,"['화산', '호랑이', '미술관']"
mss2hhg00s081_set081065,"['망원경', '축구공', '만화책']"
fss2kjs00s032_set032084,"['바이올린', '잠수함', '무지개']"
fjn3kyo00s119_set119059,"['은하수', '나비', '미술관']"
mjn3lbj01s152_set152094,"['조각상', '용암', '무지개']"
fss3pyj00s191_set191053,"['선글라스', '은하수', '만화책']"
mss2kdh00s125_set125014,"['바이올린', '아이스크림', '팬더']"
mjn3shs00s167_set167049,"['호랑이', '주식', '만화책']"
mkn2ase00s096_set096050,"['소프트웨어', '화산', '샌드위치']"
fss3yhs01s027_set027031,"['호랑이', '주식', '선글라스']"
fjb4koh00s075_set075060,"['축구공', '샌드위치', '아이스크림']"
mss3kjs05s147_set147007,"['아이스크림', '미술관', '해파리']"
mss4ljw00s039_set039044,"['망원경', '원자', '스쿠버다이빙']"
fjn1nyr00s190_set190045,"['화산', '소프트웨어', '만화책']"
mjn4ahs00s145_set145064,"['호랑이', '다이아몬드', '소프트웨어']"
fcb2kej01s109_set109008,"['피아노', '드론', '우산']"
fkb3ksm00s121_set121076,"['드론', '철도', '축구공']"
mkn3jyj02s183_set183086,"['소프트웨어', '화산', '스쿠버다이빙']"
mkn2dhs00s015_set015019,"['바이올린', '다이아몬드', '주식']"
mcn1lsg00s010_set010033,"['화산', '소프트웨어', '망원경']"
mcn3jsj00s040_set040052,"['스쿠버다이빙', '원자', '무지개']"
mjn1hjw00s118_set118060,"['우산', '샌드위치', '호랑이']"
mss3ykh00s022_set022076,"['화산', '미술관', '다이아몬드']"
mcn3ksy00s026_set026026,"['드론', '선글라스', '해파리']"
fkb2lsj00s112_set112085,"['스쿠버다이빙', '팬더', '잠수함']"
mkn4pgs00s139_set139092,"['무지개', '만화책', '샌드위치']"
fjb3pka01s147_set147080,"['잠수함', '드론', '바이올린']"
fjb3ohs00s090_set090036,"['은하수', '드론', '호랑이']"
fss1kej00s068_set068052,"['카멜레온', '무지개', '피아노']"
mkn2ksh06s154_set154051,"['미술관', '나비', '조각상']"
mcn3ksj02s116_set116052,"['알파벳', '카멜레온', '잠수함']"
mss3kjp00s094_set094008,"['나비', '조각상', '다이아몬드']"
mjn2jyg01s141_set141048,"['해파리', '은하수', '무지개']"
mcn2lds00s135_set135024,"['철도', '카멜레온', '우산']"
fss3kmh00s015_set015061,"['무지개', '드론', '카멜레온']"
fcn3lci00s118_set118057,"['미술관', '알파벳', '행성']"
fkn4cks00s034_set034067,"['아이스크림', '용암', '알파벳']"
fkb2ymh00s016_set016083,"['주식', '무지개', '망원경']"
mcn1lsg00s010_set010048,"['스쿠버다이빙', '선글라스', '호랑이']"
fcn4pkh01s142_set142068,"['다이아몬드', '화산', '조각상']"
fkn2jjs00s051_set051086,"['알파벳', '다이아몬드', '샌드위치']"
mss3sdh00s110_set110031,"['행성', '화산', '주식']"
mjn3shs00s167_set167044,"['주식', '해파리', '행성']"
mss4kyc00s041_set041094,"['피아노', '화산', '팬더']"
mcn2ojp00s049_set049007,"['아이스크림', '나비', '카멜레온']"
mkn3njm00s133_set133066,"['다이아몬드', '무지개', '잠수함']"
fcn3lmk00s131_set131074,"['미술관', '무지개', '스쿠버다이빙']"
fjn3jks00s040_set040061,"['다이아몬드', '바이올린', '화산']"
mcn3wjs00s105_set105098,"['호랑이', '잠수함', '망원경']"
fkn2khh00s020_set020060,"['만화책', '우산', '드론']"
fcn4pkh01s142_set142034,"['은하수', '무지개', '알파벳']"
fss4hcs00s071_set071025,"['잠수함', '알파벳', '조각상']"
mkn2ase00s096_set096037,"['드론', '바이올린', '우산']"
mkn4kjs04s087_set087025,"['아이스크림', '소프트웨어', '드론']"
mcn2jih00s186_set186084,"['행성', '용암', '피아노']"
fkb4lks00s077_set077045,"['주식', '만화책', '축구공']"
mss2bjh00s001_set001088,"['조각상', '알파벳', '팬더']"
mkn3kes00s165_set165011,"['드론', '조각상', '용암']"
mss3sdh00s110_set110095,"['나비', '카멜레온', '화산']"
fcb1jkh00s200_set200091,"['철도', '무지개', '드론']"
mjn1hjw00s118_set118098,"['호랑이', '무지개', '스쿠버다이빙']"
mcn2ojs00s176_set176093,"['미술관', '바이올린', '조각상']"
mss3ykh00s022_set022101,"['다이아몬드', '은하수', '바이올린']"
fkn4ceh00s189_set189059,"['은하수', '샌드위치', '행성']"
fkw1cek00s195_set195064,"['조각상', '선글라스', '나비']"
fcn2kmk00s129_set129040,"['바이올린', '아이스크림', '나비']"
mss3csg00s075_set075028,"['은하수', '해파리', '다이아몬드']"
mss3kjy01s099_set099037,"['철도', '화산', '무지개']"
fkn3kky00s137_set137064,"['나비', '피아노', '해파리']"
mss2kdh00s125_set125017,"['알파벳', '용암', '주식']"
mcn3kss00s144_set144036,"['해파리', '주식', '알파벳']"
mjn4lys01s158_set158018,"['드론', '조각상', '축구공']"
fss3jmk00s167_set167028,"['바이올린', '스쿠버다이빙', '나비']"
mkn3kog00s032_set032062,"['주식', '아이스크림', '스쿠버다이빙']"
mjn3lji00s100_set100037,"['바이올린', '샌드위치', '잠수함']"
fkw3kcs00s198_set198018,"['미술관', '아이스크림', '은하수']"
fss2hyl00s058_set058001,"['무지개', '조각상', '미술관']"
mkw3hse00s159_set159027,"['팬더', '바이올린', '호랑이']"
fkw1cek00s195_set195015,"['카멜레온', '미술관', '아이스크림']"
mcn3rhm00s151_set151068,"['무지개', '원자', '철도']"
mss4lhs01s168_set168104,"['아이스크림', '만화책', '샌드위치']"
mkw3lbc00s023_set023049,"['은하수', '망원경', '잠수함']"
mkn3lgn00s051_set051025,"['아이스크림', '샌드위치', '나비']"
fjn2pby00s155_set155039,"['조각상', '화산', '미술관']"
fjn1nyr00s190_set190043,"['원자', '바이올린', '카멜레온']"
fkw1cek00s195_set195024,"['행성', '다이아몬드', '팬더']"
fjn3hks00s061_set061096,"['만화책', '주식', '바이올린']"
fjn3lbh00s063_set063059,"['용암', '스쿠버다이빙', '미술관']"
fss3kmh00s015_set015101,"['스쿠버다이빙', '우산', '해파리']"
fss4scs00s008_set008014,"['아이스크림', '만화책', '팬더']"
mss2hsc00s064_set064036,"['망원경', '원자', '철도']"
fss2lea00s125_set125008,"['미술관', '다이아몬드', '용암']"
mss2kjy00s002_set002008,"['알파벳', '스쿠버다이빙', '드론']"
mkn2kkm00s004_set004104,"['우산', '소프트웨어', '미술관']"
mkn3lsw01s046_set046103,"['잠수함', '원자', '소프트웨어']"
fcn3ljs00s081_set081076,"['해파리', '용암', '은하수']"
fss1ksh02s019_set019032,"['호랑이', '팬더', '망원경']"
fkb2lsj00s112_set112012,"['잠수함', '화산', '철도']"
mjn5kcr00s106_set106099,"['팬더', '만화책', '호랑이']"
mss2bjh00s001_set001011,"['선글라스', '샌드위치', '나비']"
fkb4keh00s031_set031058,"['샌드위치', '용암', '무지개']"
fkn3lms01s113_set113076,"['해파리', '미술관', '화산']"
fkw2khj02s122_set122016,"['만화책', '은하수', '선글라스']"
mss2shy01s067_set067005,"['카멜레온', '무지개', '화산']"
mjn3skj00s153_set153032,"['무지개', '망원경', '우산']"
fss3khj01s086_set086047,"['무지개', '주식', '호랑이']"
mss3kyh00s072_set072042,"['철도', '스쿠버다이빙', '축구공']"
fjn3kyo00s119_set119102,"['스쿠버다이빙', '은하수', '조각상']"
mjn3ksh04s052_set052098,"['조각상', '스쿠버다이빙', '은하수']"
fjb3ohs00s090_set090099,"['팬더', '만화책', '스쿠버다이빙']"
fss4ksh00s010_set010068,"['은하수', '샌드위치', '주식']"
mss3kyh00s072_set072024,"['드론', '은하수', '피아노']"
fkb2lsj00s112_set112009,"['선글라스', '망원경', '만화책']"
fss3yje00s001_set001102,"['철도', '드론', '샌드위치']"
mss3cgh00s164_set164022,"['주식', '망원경', '샌드위치']"
mcn3lhj00s101_set101089,"['카멜레온', '샌드위치', '피아노']"
mss3csg00s075_set075036,"['소프트웨어', '용암', '아이스크림']"
fjn2pby00s155_set155017,"['무지개', '카멜레온', '드론']"
fjb3ohs00s090_set090044,"['축구공', '아이스크림', '잠수함']"
mss1hwh00s128_set128101,"['주식', '아이스크림', '은하수']"
fkn4lms02s186_set186001,"['알파벳', '망원경', '우산']"
mkn1kth00s137_set137082,"['아이스크림', '드론', '화산']"
fcn1hje00s199_set199072,"['화산', '은하수', '나비']"
fkn3lms01s113_set113091,"['팬더', '조각상', '우산']"
mss3kah00s160_set160069,"['알파벳', '스쿠버다이빙', '소프트웨어']"
fjb4jho00s091_set091005,"['알파벳', '아이스크림', '호랑이']"
mss4eks00s017_set017100,"['다이아몬드', '바이올린', '화산']"
mss2bjh00s001_set001038,"['바이올린', '팬더', '호랑이']"
mkn3koh01s048_set048081,"['무지개', '드론', '소프트웨어']"
fcn2kkh01s172_set172085,"['철도', '소프트웨어', '화산']"
mjn4ahs00s145_set145037,"['나비', '스쿠버다이빙', '원자']"
fkn4lms02s186_set186061,"['스쿠버다이빙', '화산', '해파리']"
fkn3kja00s160_set160047,"['용암', '소프트웨어', '철도']"
mkw3pks01s149_set149015,"['만화책', '우산', '미술관']"
fcn3sio00s088_set088040,"['망원경', '행성', '소프트웨어']"
mkn3jyg00s073_set073055,"['주식', '바이올린', '아이스크림']"
fkn3kja00s160_set160054,"['은하수', '무지개', '선글라스']"
mkw4hym00s199_set199102,"['은하수', '우산', '알파벳']"
fss3khj01s086_set086051,"['호랑이', '스쿠버다이빙', '우산']"
fkb2ahj00s046_set046101,"['해파리', '아이스크림', '알파벳']"
fkn2jsy02s065_set065070,"['잠수함', '바이올린', '팬더']"
mkn3jws00s043_set043041,"['망원경', '다이아몬드', '화산']"
fjn1nyr00s190_set190034,"['팬더', '나비', '망원경']"
mjn3sjh01s163_set163008,"['선글라스', '샌드위치', '원자']"
mss1kkm01s129_set129027,"['축구공', '철도', '망원경']"
fkb4lhh00s140_set140055,"['해파리', '화산', '주식']"
fjn3jmj00s107_set107030,"['조각상', '드론', '선글라스']"
mcn3wjs00s105_set105027,"['미술관', '선글라스', '조각상']"
mkn4kjs04s087_set087036,"['스쿠버다이빙', '행성', '우산']"
fkw2phs01s165_set165017,"['피아노', '용암', '호랑이']"
mjn2kcs01s056_set056005,"['드론', '팬더', '아이스크림']"
mkn4phc00s115_set115024,"['아이스크림', '만화책', '스쿠버다이빙']"
fkn2khh00s020_set020090,"['아이스크림', '알파벳', '팬더']"
mss1bsc00s012_set012070,"['해파리', '샌드위치', '무지개']"
mkn3kyh01s182_set182060,"['주식', '조각상', '만화책']"
fcb2kej01s109_set109096,"['카멜레온', '스쿠버다이빙', '소프트웨어']"
mkw3lbc00s023_set023034,"['잠수함', '화산', '은하수']"
fcn2oyo00s116_set116028,"['피아노', '샌드위치', '미술관']"
fss3yjs00s072_set072005,"['드론', '해파리', '카멜레온']"
mkn4csw00s060_set060085,"['드론', '철도', '다이아몬드']"
mkn4pgs00s139_set139098,"['선글라스', '팬더', '바이올린']"
fkb4keh00s031_set031044,"['주식', '바이올린', '호랑이']"
fkw2phs00s043_set043057,"['미술관', '바이올린', '드론']"
mkw2kds00s044_set044011,"['원자', '샌드위치', '나비']"
fss3lmw00s002_set002089,"['소프트웨어', '용암', '바이올린']"
mjn3skj00s153_set153076,"['해파리', '철도', '망원경']"
mcn4gjh00s194_set194001,"['아이스크림', '축구공', '주식']"
fcn1hje00s199_set199064,"['주식', '알파벳', '스쿠버다이빙']"
mss1hwh00s128_set128029,"['나비', '화산', '스쿠버다이빙']"
mss3jyj01s146_set146078,"['바이올린', '행성', '주식']"
mkn2htw00s134_set134093,"['해파리', '망원경', '아이스크림']"
fcb2yjh00s187_set187065,"['축구공', '드론', '은하수']"
mss1ahj01s009_set009020,"['팬더', '망원경', '아이스크림']"
mcn2jih00s186_set186051,"['호랑이', '주식', '다이아몬드']"
mkw3jsm01s200_set200089,"['알파벳', '원자', '용암']"
mkn2ljw01s124_set124054,"['용암', '망원경', '아이스크림']"
mcn3kgh01s181_set181065,"['선글라스', '팬더', '소프트웨어']"
fss3hsa00s141_set141054,"['호랑이', '축구공', '망원경']"
fjn2kel00s130_set130049,"['조각상', '망원경', '바이올린']"
fss3jmh00s099_set099077,"['은하수', '호랑이', '용암']"
fcb2yjh00s187_set187009,"['알파벳', '호랑이', '잠수함']"
mkn4pgs00s139_set139093,"['미술관', '원자', '피아노']"
mss3lky00s020_set020011,"['소프트웨어', '은하수', '행성']"
mcn3ksj02s116_set116083,"['팬더', '잠수함', '축구공']"
fjn3kir00s014_set014078,"['망원경', '축구공', '스쿠버다이빙']"
mss4ljw00s039_set039021,"['바이올린', '아이스크림', '무지개']"
fkn3lms01s113_set113092,"['바이올린', '무지개', '조각상']"
mcn4ybs00s062_set062098,"['화산', '용암', '소프트웨어']"
mkw2khr00s050_set050014,"['아이스크림', '화산', '우산']"
fcb1jkh00s200_set200060,"['바이올린', '잠수함', '샌드위치']"
mss2pgy00s066_set066059,"['다이아몬드', '나비', '만화책']"
mss4ybh00s107_set107041,"['바이올린', '호랑이', '용암']"
mjn3phs02s047_set047007,"['선글라스', '알파벳', '바이올린']"
mkw2jch00s005_set005033,"['스쿠버다이빙', '샌드위치', '화산']"
fss3kmj02s163_set163045,"['해파리', '드론', '카멜레온']"
fkb4lks00s077_set077103,"['만화책', '용암', '망원경']"
fss3sjw00s096_set096011,"['잠수함', '나비', '행성']"
fkn2sjs01s123_set123087,"['만화책', '아이스크림', '드론']"
mcn2jsm00s143_set143006,"['우산', '바이올린', '아이스크림']"
mss2bjh00s001_set001080,"['해파리', '우산', '스쿠버다이빙']"
fjb4cbs00s173_set173005,"['호랑이', '망원경', '선글라스']"
fjb1sjh00s103_set103059,"['화산', '축구공', '나비']"
mkn4pgs00s139_set139056,"['다이아몬드', '호랑이', '미술관']"
mjn5kcr00s106_set106078,"['나비', '축구공', '잠수함']"
mkn3kgh00s111_set111060,"['선글라스', '조각상', '알파벳']"
mjn4kbh00s108_set108090,"['철도', '카멜레온', '망원경']"
mss3sjy00s071_set071087,"['호랑이', '카멜레온', '스쿠버다이빙']"
mjn3kbs01s173_set173060,"['조각상', '해파리', '미술관']"
mss3kjy01s099_set099055,"['축구공', '잠수함', '샌드위치']"
fss2ljs01s082_set082086,"['무지개', '해파리', '카멜레온']"
mjn3kjg00s092_set092016,"['카멜레온', '호랑이', '잠수함']"
fss2lea00s125_set125098,"['망원경', '우산', '피아노']"
fkb3lkh01s161_set161060,"['주식', '화산', '미술관']"
mss4eks00s017_set017068,"['나비', '드론', '축구공']"
fcn1khj03s179_set179069,"['샌드위치', '알파벳', '은하수']"
mkn2lkm00s029_set029043,"['만화책', '용암', '화산']"
fjb4cbs00s173_set173059,"['알파벳', '용암', '주식']"
mss4ksb00s098_set098032,"['호랑이', '원자', '해파리']"
fss3jmh00s099_set099036,"['화산', '다이아몬드', '조각상']"
mcn3sgs00s036_set036072,"['미술관', '샌드위치', '스쿠버다이빙']"
mkn2ngw00s055_set055069,"['무지개', '해파리', '화산']"
fss3kmj02s163_set163077,"['샌드위치', '소프트웨어', '우산']"
mjn3lyc00s086_set086009,"['아이스크림', '해파리', '피아노']"
fkn2khh00s020_set020018,"['은하수', '행성', '망원경']"
fss3pyj00s191_set191035,"['화산', '잠수함', '원자']"
fkn2ley00s124_set124088,"['용암', '팬더', '스쿠버다이빙']"
mss2hhg00s081_set081070,"['샌드위치', '행성', '원자']"
mkn3kjh03s161_set161091,"['소프트웨어', '해파리', '선글라스']"
fcn3pej00s139_set139019,"['은하수', '해파리', '스쿠버다이빙']"
mjn3lyc00s086_set086068,"['바이올린', '원자', '행성']"
